Ticker,Start Date,End Date,Start Price,End Price,Percentage Increase
TERN,2023-01-03,2023-03-31,8.78,11.84,34.85
UNG,2021-04-01,2021-06-30,38.8,52.32,34.85
HLIT,2020-10-01,2020-12-31,5.48,7.39,34.85
SWTX,2024-01-02,2024-03-28,36.5,49.22,34.85
ARMP,2024-01-02,2024-03-28,3.1,4.18,34.84
RTPPF,2022-10-03,2022-12-30,45.69,61.6,34.83
BY,2020-10-01,2020-12-31,10.83,14.6,34.83
SKAS,2024-04-01,2024-06-28,8.9,12.0,34.83
PRDO,2022-10-03,2022-12-30,10.01,13.49,34.82
CHNR,2021-01-04,2021-03-31,6.75,9.1,34.81
ZENV,2021-07-22,2021-09-30,10.2,13.75,34.8
CFLT,2021-07-01,2021-09-30,44.25,59.65,34.8
BWMN,2023-10-02,2023-12-29,26.35,35.52,34.8
SNFCA,2023-04-03,2023-06-30,5.97,8.05,34.8
JKS,2023-10-02,2023-12-29,25.35,34.18,34.8
DBRG,2021-10-01,2021-12-31,24.58,33.13,34.79
AOUT,2021-04-01,2021-06-30,26.07,35.14,34.79
OEC,2023-10-02,2023-12-29,20.52,27.65,34.79
EGAN,2023-10-02,2023-12-29,6.18,8.33,34.79
UBER,2023-10-02,2023-12-29,45.68,61.57,34.79
FICO,2023-10-02,2023-12-29,863.59,1164.01,34.79
LGF-B,2023-10-02,2023-12-29,7.56,10.19,34.79
INSE,2022-10-03,2022-12-30,9.4,12.67,34.79
AMBC,2022-10-03,2022-12-30,12.94,17.44,34.78
CARM,2022-04-01,2022-06-30,11.68,15.74,34.78
TELZ,2024-04-01,2024-06-28,13.17,17.75,34.78
CAMPQ,2020-10-01,2020-12-31,169.28,228.16,34.78
DHX,2021-10-01,2021-12-31,4.63,6.24,34.77
FMCCK,2023-10-02,2023-12-29,3.25,4.38,34.77
ONEW,2021-01-04,2021-03-31,28.4,38.28,34.77
THRY,2021-10-01,2021-12-31,30.52,41.13,34.76
YPF,2022-10-03,2022-12-30,6.82,9.19,34.75
YRD,2021-04-01,2021-06-30,4.46,6.01,34.75
GFF,2023-04-03,2023-06-30,29.52,39.78,34.74
ANF,2021-04-01,2021-06-30,34.46,46.43,34.74
AFG,2021-01-04,2021-03-31,56.03,75.49,34.74
STX,2021-10-01,2021-12-31,75.47,101.69,34.74
DRS,2023-04-03,2023-06-30,12.87,17.34,34.73
BWXT,2024-01-02,2024-03-28,75.78,102.1,34.73
CLBT,2023-01-03,2023-03-31,4.52,6.09,34.73
VTVT,2022-07-01,2022-09-30,28.8,38.8,34.72
ALLK,2022-10-03,2022-12-30,6.25,8.42,34.72
PLL,2022-01-03,2022-03-31,54.18,72.99,34.72
SMTI,2023-10-02,2023-12-29,30.51,41.1,34.71
XOMA,2022-01-03,2022-03-31,20.77,27.98,34.71
CWK,2020-10-01,2020-12-31,11.01,14.83,34.7
SE,2024-04-01,2024-06-28,53.02,71.42,34.7
PFSI,2023-10-02,2023-12-29,65.12,87.71,34.7
WOW,2021-01-04,2021-03-31,10.09,13.59,34.69
META,2023-04-03,2023-06-30,212.43,286.12,34.69
CAL,2022-04-01,2022-06-30,19.03,25.63,34.69
MGYR,2021-01-04,2021-03-31,7.89,10.62,34.67
SBLK,2022-01-03,2022-03-31,15.81,21.29,34.65
GRRR,2024-01-02,2024-03-28,5.57,7.5,34.65
GHI,2021-01-04,2021-03-31,8.98,12.1,34.65
COHR,2023-10-02,2023-12-29,32.33,43.53,34.64
WTIU,2023-07-03,2023-09-29,15.75,21.21,34.64
PRAA,2023-10-02,2023-12-29,19.46,26.2,34.64
KTOS,2023-10-02,2023-12-29,15.07,20.29,34.64
TITN,2021-01-04,2021-03-31,18.94,25.5,34.64
FF,2024-01-02,2024-03-28,4.06,5.46,34.64
GRN,2021-04-01,2021-06-30,16.75,22.55,34.63
ATS,2023-01-03,2023-03-31,30.93,41.64,34.63
NEON,2021-01-04,2021-03-31,6.96,9.37,34.63
AVPT,2024-04-01,2024-06-28,7.74,10.42,34.63
ENV,2022-10-03,2022-12-30,45.83,61.7,34.63
VHC,2023-10-02,2023-12-29,5.2,7.0,34.62
PMVP,2023-04-03,2023-06-30,4.65,6.26,34.62
FTLF,2021-07-01,2021-09-30,9.75,13.12,34.62
ORI,2020-10-01,2020-12-31,10.91,14.68,34.62
NRIM,2020-10-01,2020-12-31,21.51,28.96,34.62
RETO,2020-10-01,2020-12-31,494.0,665.0,34.62
RM,2021-04-01,2021-06-30,30.77,41.42,34.61
BBUC,2023-10-02,2023-12-29,17.14,23.08,34.61
PATK,2023-10-02,2023-12-29,73.52,98.96,34.61
NTNX,2024-01-02,2024-03-28,45.85,61.72,34.61
MIRM,2022-01-03,2022-03-31,16.36,22.02,34.6
FDBC,2023-10-02,2023-12-29,42.09,56.65,34.6
FSBC,2023-10-02,2023-12-29,18.97,25.54,34.6
SHBI,2020-10-01,2020-12-31,9.61,12.93,34.6
FHN,2020-10-01,2020-12-31,8.26,11.11,34.59
FSP,2021-10-01,2021-12-31,4.09,5.51,34.59
ARCH,2021-04-01,2021-06-30,32.64,43.92,34.58
PWR,2020-10-01,2020-12-31,53.13,71.51,34.58
NXRT,2021-10-01,2021-12-31,55.88,75.19,34.57
INLX,2020-10-01,2020-12-31,3.5,4.71,34.57
UFPI,2021-10-01,2021-12-31,66.24,89.14,34.57
GOVX,2022-07-01,2022-09-30,12.15,16.35,34.57
SRPT,2024-01-02,2024-03-28,96.21,129.46,34.56
SCHL,2022-10-03,2022-12-30,28.26,38.03,34.56
FNMFM,2024-04-01,2024-06-28,5.5,7.4,34.55
TTSH,2023-10-02,2023-12-29,5.47,7.36,34.55
LEN,2023-10-02,2023-12-29,109.68,147.55,34.54
GSL,2021-04-01,2021-06-30,11.64,15.66,34.54
LDWY,2024-01-02,2024-03-28,4.43,5.96,34.54
RNR,2022-10-03,2022-12-30,135.19,181.89,34.54
TSM,2024-01-02,2024-03-28,100.43,135.12,34.54
CEPU,2022-10-03,2022-12-30,3.92,5.27,34.54
RRC,2021-07-01,2021-09-30,16.42,22.09,34.54
TNYA,2021-07-30,2021-09-30,15.35,20.65,34.53
EBRGF,2021-10-01,2021-12-31,8.24,11.09,34.53
FHN,2023-10-02,2023-12-29,10.21,13.74,34.53
HESM,2020-10-01,2020-12-31,10.89,14.64,34.52
MUR,2021-04-01,2021-06-30,15.93,21.43,34.52
CGNT,2023-10-02,2023-12-29,4.78,6.43,34.52
TNDM,2023-10-02,2023-12-29,21.99,29.58,34.52
MHGU,2020-10-01,2020-12-31,13.67,18.39,34.51
RELY,2023-07-03,2023-09-29,18.75,25.22,34.51
EADSY,2022-10-03,2022-12-30,21.37,28.74,34.51
AORT,2023-04-03,2023-06-30,12.78,17.19,34.51
WFRD,2023-07-03,2023-09-29,67.0,90.12,34.5
HES,2021-01-04,2021-03-31,50.33,67.69,34.49
SPHR,2023-07-03,2023-09-29,27.63,37.16,34.49
UFPT,2022-10-03,2022-12-30,87.66,117.89,34.49
IIIN,2021-01-04,2021-03-31,18.74,25.2,34.49
MRBK,2021-01-04,2021-03-31,8.33,11.2,34.48
NCTY,2023-01-03,2023-03-31,5.8,7.8,34.48
SJW,2022-10-03,2022-12-30,57.91,77.88,34.48
ARCB,2023-01-03,2023-03-31,68.28,91.82,34.47
HIBB,2022-10-03,2022-12-30,49.55,66.63,34.46
CDE,2024-04-01,2024-06-28,4.18,5.62,34.45
BOOM,2023-07-03,2023-09-29,18.2,24.47,34.45
ALEC,2021-01-04,2021-03-31,14.98,20.14,34.45
IHICY,2024-01-02,2024-03-28,4.84,6.5,34.44
EME,2020-10-01,2020-12-31,66.99,90.06,34.43
WFRD,2021-10-01,2021-12-31,20.57,27.66,34.43
DAVA,2021-04-01,2021-06-30,84.34,113.38,34.43
RGR,2021-04-01,2021-06-30,55.45,74.53,34.42
VMAR,2022-01-03,2022-03-31,73.65,99.0,34.42
HQY,2020-10-01,2020-12-31,51.86,69.71,34.42
CELZ,2023-01-03,2023-03-31,3.72,5.0,34.41
BUSE,2020-10-01,2020-12-31,13.81,18.56,34.41
RMBS,2022-10-03,2022-12-30,26.65,35.82,34.41
KTOS,2023-01-03,2023-03-31,10.03,13.48,34.4
TSLA,2023-04-03,2023-06-30,194.77,261.77,34.4
HCC,2021-07-01,2021-09-30,15.8,21.23,34.4
GTN,2023-10-02,2023-12-29,6.36,8.55,34.4
ETHE,2024-01-02,2024-03-28,19.46,26.15,34.38
HMY,2024-01-02,2024-03-28,6.03,8.1,34.38
AVT,2020-10-01,2020-12-31,23.81,31.99,34.38
RLI,2022-10-03,2022-12-30,94.91,127.54,34.38
CEG,2022-01-19,2022-03-31,40.9,54.96,34.37
CRWD,2021-04-01,2021-06-30,187.03,251.31,34.37
AAN,2024-04-01,2024-06-28,7.34,9.86,34.36
SHOP,2023-01-03,2023-03-31,35.68,47.94,34.36
OPK,2021-10-01,2021-12-31,3.58,4.81,34.36
GGB,2022-01-03,2022-03-31,3.07,4.12,34.36
GFI,2021-10-01,2021-12-31,7.43,9.98,34.35
GMS,2021-10-01,2021-12-31,44.74,60.11,34.35
MIRM,2024-04-01,2024-06-28,25.45,34.19,34.34
TENB,2020-10-01,2020-12-31,38.9,52.26,34.34
TASK,2023-10-02,2023-12-29,9.73,13.07,34.33
UCO,2020-10-01,2020-12-31,6.75,9.07,34.33
HQI,2023-01-03,2023-03-31,15.69,21.08,34.33
CFLT,2024-01-02,2024-03-28,22.72,30.52,34.33
KAI,2021-01-04,2021-03-31,135.24,181.66,34.32
DNZOF,2024-01-02,2024-03-28,14.37,19.3,34.32
CTKB,2022-07-01,2022-09-30,10.96,14.72,34.31
SFWL,2023-07-03,2023-09-29,8.86,11.9,34.31
BZZUY,2022-10-03,2022-12-30,6.62,8.89,34.31
AVGO,2023-10-02,2023-12-29,82.23,110.44,34.31
GTE,2024-04-01,2024-06-28,7.2,9.67,34.31
GBX,2021-01-04,2021-03-31,31.82,42.73,34.3
LEAT,2021-10-01,2021-12-31,24.2,32.5,34.3
PARR,2023-07-03,2023-09-29,26.76,35.94,34.3
DTIL,2020-10-01,2020-12-31,186.3,250.2,34.3
BILL,2020-10-01,2020-12-31,101.64,136.5,34.3
IDR,2024-01-02,2024-03-28,6.3,8.46,34.29
BDC,2020-10-01,2020-12-31,30.86,41.44,34.29
BHR,2021-01-04,2021-03-31,3.98,5.34,34.29
BHR-PD,2020-10-01,2020-12-31,10.19,13.69,34.28
RDNT,2023-01-03,2023-03-31,18.64,25.03,34.28
WTO,2022-07-01,2022-09-30,35.75,48.0,34.27
FSBW,2020-10-01,2020-12-31,18.45,24.77,34.27
QVCD,2024-01-02,2024-03-28,10.04,13.48,34.27
PTEN,2022-10-03,2022-12-30,11.94,16.04,34.27
PRFT,2024-04-01,2024-06-28,55.7,74.79,34.27
PNFP,2023-10-02,2023-12-29,64.46,86.55,34.26
ICL,2020-10-01,2020-12-31,3.03,4.07,34.26
NL,2024-01-02,2024-03-28,5.0,6.72,34.26
CAC,2021-01-04,2021-03-31,30.79,41.33,34.24
DOOO,2021-01-04,2021-03-31,63.82,85.67,34.24
EBC,2020-10-15,2020-12-31,11.1,14.9,34.24
ADTTF,2023-04-03,2023-06-30,23.0,30.88,34.23
RYI,2022-01-03,2022-03-31,24.53,32.93,34.23
TEX,2021-01-04,2021-03-31,32.92,44.18,34.22
AXR,2021-01-04,2021-03-31,8.27,11.1,34.22
CX,2023-01-03,2023-03-31,4.09,5.49,34.22
BWVTF,2021-07-01,2021-09-30,67.06,90.0,34.21
BYON,2021-04-01,2021-06-30,68.7,92.2,34.21
RTNTF,2022-10-03,2022-12-30,51.58,69.23,34.21
NDRA,2022-07-01,2022-09-30,228.0,306.0,34.21
GTBIF,2024-01-02,2024-03-28,10.82,14.52,34.2
BRZE,2023-01-03,2023-03-31,25.76,34.57,34.2
GEO,2022-10-03,2022-12-30,8.16,10.95,34.19
KBNT,2021-01-04,2021-03-31,5.44,7.3,34.19
NVGS,2022-01-03,2022-03-31,8.95,12.01,34.18
WDC,2024-01-02,2024-03-28,50.86,68.24,34.17
APEI,2022-10-03,2022-12-30,9.16,12.29,34.17
LITB,2023-01-03,2023-03-31,7.2,9.66,34.17
HIG,2020-10-01,2020-12-31,33.62,45.1,34.16
NONOF,2022-10-03,2022-12-30,49.68,66.66,34.16
LNW,2022-10-03,2022-12-30,43.68,58.6,34.16
PROV,2020-10-01,2020-12-31,10.12,13.58,34.15
GHM,2023-01-03,2023-03-31,9.75,13.08,34.15
SAMG,2020-10-01,2020-12-31,8.85,11.88,34.15
NIO,2021-04-01,2021-06-30,39.66,53.2,34.14
RYAAY,2020-10-01,2020-12-31,80.62,108.15,34.14
GDYN,2023-07-03,2023-09-29,9.08,12.18,34.14
BYON,2024-01-02,2024-03-28,26.77,35.91,34.14
JAKK,2022-01-03,2022-03-31,10.46,14.03,34.13
NEOV,2022-07-01,2022-09-30,3.75,5.03,34.13
ERNA,2020-10-01,2020-12-31,66.8,89.6,34.13
OEC,2020-10-01,2020-12-31,12.62,16.93,34.12
CCRN,2021-04-01,2021-06-30,12.31,16.51,34.12
SAND,2022-01-03,2022-03-31,5.86,7.86,34.12
BHE,2020-10-01,2020-12-31,18.48,24.78,34.11
NMM,2022-01-03,2022-03-31,25.79,34.59,34.11
TFIN,2021-07-01,2021-09-30,74.67,100.13,34.1
GATO,2022-10-03,2022-12-30,3.05,4.09,34.1
FNGO,2024-01-02,2024-03-28,43.75,58.67,34.1
GETY,2023-07-03,2023-09-29,4.84,6.49,34.09
NE,2022-01-03,2022-03-31,24.93,33.43,34.09
UUUU,2023-07-03,2023-09-29,6.13,8.22,34.09
MLR,2023-01-03,2023-03-31,25.71,34.48,34.09
GREEL,2023-07-03,2023-09-29,3.72,4.99,34.08
APOG,2021-01-04,2021-03-31,28.39,38.07,34.08
CNF,2020-10-01,2020-12-31,3.14,4.21,34.08
VREX,2020-10-01,2020-12-31,12.44,16.68,34.08
ATLC,2021-01-04,2021-03-31,22.62,30.33,34.08
HRB,2023-07-03,2023-09-29,31.3,41.97,34.07
GBX,2022-10-03,2022-12-30,23.73,31.81,34.07
LGF-A,2023-10-02,2023-12-29,8.13,10.9,34.07
TCRT,2024-01-02,2024-03-28,13.5,18.1,34.07
INDI,2022-07-01,2022-09-30,5.46,7.32,34.07
BCYC,2021-07-01,2021-09-30,31.02,41.59,34.07
RENB,2021-07-01,2021-09-30,5.02,6.73,34.06
RCL,2023-01-03,2023-03-31,48.6,65.15,34.06
MOFG,2023-10-02,2023-12-29,19.47,26.1,34.06
CINT,2022-01-03,2022-03-31,11.95,16.02,34.06
LLY,2023-04-03,2023-06-30,346.75,464.85,34.06
KSPI,2024-01-19,2024-03-28,91.56,122.73,34.04
MYE,2022-10-03,2022-12-30,15.7,21.05,34.04
LSTA,2021-01-04,2021-03-31,21.6,28.95,34.03
UA,2023-10-02,2023-12-29,6.23,8.35,34.03
BGSF,2022-10-03,2022-12-30,10.65,14.28,34.03
ERAS,2022-07-01,2022-09-30,5.82,7.8,34.02
WS,2024-01-02,2024-03-28,26.48,35.48,34.02
NRP,2021-04-01,2021-06-30,12.39,16.61,34.02
QTRX,2020-10-01,2020-12-31,34.7,46.5,34.01
LGL,2021-07-01,2021-09-30,10.29,13.79,34.01
CRNX,2021-10-01,2021-12-31,21.2,28.41,34.01
FET,2022-01-03,2022-03-31,17.09,22.9,34.0
ALTR,2023-10-02,2023-12-29,62.8,84.15,34.0
SMHB,2023-10-02,2023-12-29,4.77,6.39,34.0
BBVA,2022-10-03,2022-12-30,4.03,5.4,34.0
TMHC,2021-10-01,2021-12-31,26.09,34.96,34.0
BON,2023-10-02,2023-12-29,4.03,5.4,34.0
BHIL,2024-01-02,2024-03-28,5.25,7.03,34.0
SAVA,2023-10-02,2023-12-29,16.8,22.51,33.99
MITK,2020-10-01,2020-12-31,13.27,17.78,33.99
XPOF,2023-01-03,2023-03-31,22.68,30.39,33.99
HEES,2021-01-04,2021-03-31,25.85,34.64,33.98
GBX,2023-04-03,2023-06-30,31.11,41.68,33.98
COOP,2020-10-01,2020-12-31,23.16,31.03,33.98
UGA,2022-01-03,2022-03-31,41.57,55.69,33.97
BYON,2021-01-04,2021-03-31,49.46,66.26,33.97
UGA,2021-01-04,2021-03-31,23.52,31.51,33.97
BHE,2024-04-01,2024-06-28,29.45,39.46,33.97
PGPEF,2022-10-03,2022-12-30,43.88,58.78,33.96
ASTC,2023-04-03,2023-06-30,10.57,14.16,33.96
CMRE,2022-01-03,2022-03-31,11.1,14.87,33.96
KODK,2022-01-03,2022-03-31,4.89,6.55,33.95
APAM,2020-10-01,2020-12-31,27.58,36.94,33.95
ZUO,2020-10-01,2020-12-31,10.4,13.93,33.94
DASH,2021-04-01,2021-06-30,133.14,178.33,33.94
PIRS,2021-07-01,2021-09-30,308.8,413.6,33.94
PLYA,2021-01-04,2021-03-31,5.45,7.3,33.94
PAHC,2024-04-01,2024-06-28,12.45,16.67,33.93
FRD,2022-10-03,2022-12-30,7.22,9.67,33.93
KROS,2022-07-01,2022-09-30,28.09,37.62,33.93
TRNO,2021-10-01,2021-12-31,59.46,79.64,33.93
USDP,2021-04-01,2021-06-30,4.85,6.49,33.92
VGR,2022-10-03,2022-12-30,7.87,10.53,33.92
INOD,2023-04-03,2023-06-30,8.46,11.33,33.92
MYSZ,2021-04-01,2021-06-30,230.0,308.0,33.91
VERU,2021-01-04,2021-03-31,8.05,10.78,33.91
HVT,2021-01-04,2021-03-31,21.6,28.92,33.9
VNOM,2022-01-03,2022-03-31,18.63,24.95,33.9
INGVF,2020-10-01,2020-12-31,5.3,7.1,33.9
NDLS,2021-01-04,2021-03-31,7.73,10.35,33.89
BTCT,2021-01-04,2021-03-31,36.0,48.2,33.89
GFF,2021-01-04,2021-03-31,16.96,22.71,33.89
U,2023-10-02,2023-12-29,30.54,40.89,33.89
BNPQF,2022-10-03,2022-12-30,37.56,50.29,33.88
WBA,2021-01-04,2021-03-31,33.87,45.34,33.87
UHAL,2023-10-02,2023-12-29,53.64,71.8,33.86
FCNCB,2023-04-03,2023-06-30,851.04,1139.14,33.85
CFRUY,2022-10-03,2022-12-30,9.13,12.22,33.85
ENDI,2023-01-03,2023-03-31,3.25,4.35,33.85
GME,2023-01-03,2023-03-31,17.2,23.02,33.84
FNGU,2024-04-01,2024-06-28,332.6,445.11,33.83
UCTT,2021-10-01,2021-12-31,42.86,57.36,33.83
DZSI,2021-10-01,2021-12-31,12.12,16.22,33.83
BCS,2021-01-04,2021-03-31,6.66,8.91,33.82
AMAT,2024-01-02,2024-03-28,153.53,205.46,33.82
PUKPF,2020-10-01,2020-12-31,13.17,17.63,33.81
SONO,2023-10-02,2023-12-29,12.81,17.14,33.8
HAE,2020-10-01,2020-12-31,88.75,118.75,33.8
APRE,2024-01-02,2024-03-28,5.0,6.69,33.8
BNRE,2023-10-02,2023-12-29,30.01,40.15,33.8
INSE,2021-04-01,2021-06-30,9.53,12.75,33.79
MATW,2022-10-03,2022-12-30,21.66,28.97,33.79
S,2021-07-01,2021-09-30,40.04,53.57,33.79
LZ,2023-04-03,2023-06-30,9.03,12.08,33.78
FIX,2021-10-01,2021-12-31,72.98,97.63,33.77
CRC,2021-07-01,2021-09-30,28.67,38.35,33.77
LOVE,2023-10-02,2023-12-29,19.1,25.55,33.77
COHR,2023-04-03,2023-06-30,38.11,50.98,33.77
ONTO,2023-04-03,2023-06-30,87.07,116.47,33.77
SPCB,2020-10-01,2020-12-31,154.0,206.0,33.77
WSBF,2023-10-02,2023-12-29,10.25,13.7,33.76
MOS,2021-01-04,2021-03-31,22.16,29.64,33.76
NISN,2024-01-02,2024-03-28,3.94,5.27,33.76
AMSC,2023-04-03,2023-06-30,4.68,6.26,33.76
PERI,2021-10-01,2021-12-31,17.98,24.05,33.76
MHO,2023-01-03,2023-03-31,47.17,63.09,33.75
GERN,2024-04-01,2024-06-28,3.17,4.24,33.75
EDN,2020-10-01,2020-12-31,3.17,4.24,33.75
ARQ,2021-04-01,2021-06-30,5.54,7.41,33.75
CRSR,2023-01-03,2023-03-31,13.72,18.35,33.75
PCOR,2023-01-03,2023-03-31,46.83,62.63,33.74
LNN,2020-10-01,2020-12-31,92.6,123.84,33.74
PAM,2023-10-02,2023-12-29,37.03,49.52,33.73
BUSE,2023-10-02,2023-12-29,18.01,24.08,33.73
CDMO,2021-04-01,2021-06-30,19.18,25.65,33.73
INFN,2022-10-03,2022-12-30,5.04,6.74,33.73
STN,2021-01-04,2021-03-31,30.97,41.41,33.72
NU,2023-01-03,2023-03-31,3.56,4.76,33.71
CVLT,2020-10-01,2020-12-31,41.41,55.37,33.71
FRPT,2023-10-02,2023-12-29,64.89,86.76,33.7
ING,2021-01-04,2021-03-31,6.98,9.34,33.7
BPOP,2023-10-02,2023-12-29,60.12,80.37,33.69
PLD,2021-10-01,2021-12-31,116.66,155.96,33.69
UFI,2020-10-01,2020-12-31,13.27,17.74,33.68
TILE,2024-01-02,2024-03-28,12.57,16.8,33.68
ABR,2023-04-03,2023-06-30,9.53,12.73,33.68
CHK,2022-01-03,2022-03-31,56.06,74.94,33.67
PFGC,2020-10-01,2020-12-31,35.62,47.61,33.66
ADM,2022-01-03,2022-03-31,63.44,84.8,33.66
BOKF,2020-10-01,2020-12-31,46.56,62.23,33.66
FMCKK,2021-10-01,2021-12-31,3.18,4.25,33.65
AXON,2023-01-03,2023-03-31,168.24,224.85,33.65
ANGO,2020-10-01,2020-12-31,11.47,15.33,33.65
KD,2022-10-03,2022-12-30,8.32,11.12,33.65
ALTR,2020-10-01,2020-12-31,43.53,58.18,33.65
CHUY,2020-10-01,2020-12-31,19.82,26.49,33.65
WES,2021-01-04,2021-03-31,10.58,14.14,33.65
TTFNF,2020-10-01,2020-12-31,26.56,35.49,33.65
KRNY,2023-10-02,2023-12-29,6.36,8.51,33.64
SKYW,2024-01-02,2024-03-28,51.69,69.08,33.64
JMSB,2020-10-01,2020-12-31,10.35,13.83,33.64
AIMD,2023-01-03,2023-03-31,3.26,4.35,33.64
FNMAL,2024-01-02,2024-03-28,4.52,6.04,33.63
MASI,2023-10-02,2023-12-29,87.71,117.21,33.63
FWONB,2021-10-01,2021-12-31,42.4,56.66,33.63
LYFT,2021-01-04,2021-03-31,47.28,63.18,33.63
AROC,2022-10-03,2022-12-30,6.19,8.28,33.63
CIGI,2020-10-01,2020-12-31,66.13,88.37,33.62
STEM,2021-04-01,2021-06-30,26.95,36.01,33.62
RBLX,2021-04-01,2021-06-30,67.34,89.98,33.62
SASR,2023-10-02,2023-12-29,19.55,26.12,33.62
DSS,2020-10-01,2020-12-31,86.72,115.88,33.62
SKAS,2023-10-02,2023-12-29,5.8,7.75,33.62
SCPH,2022-07-01,2022-09-30,4.88,6.52,33.61
ON,2023-01-03,2023-03-31,61.61,82.32,33.61
TRNS,2022-07-01,2022-09-30,56.65,75.69,33.61
IFF,2021-01-04,2021-03-31,94.5,126.26,33.61
ABL,2023-10-02,2023-12-29,7.23,9.66,33.61
TPH,2023-01-03,2023-03-31,18.95,25.32,33.61
EADSF,2022-10-03,2022-12-30,87.05,116.31,33.61
TTFNF,2022-10-03,2022-12-30,43.77,58.48,33.61
BAMXF,2022-10-03,2022-12-30,57.84,77.28,33.6
FTAI,2020-10-01,2020-12-31,12.71,16.98,33.6
LMNR,2023-01-03,2023-03-31,12.15,16.24,33.6
NMG,2023-01-03,2023-03-31,3.84,5.13,33.59
CYD,2023-04-03,2023-06-30,7.39,9.87,33.59
CMCL,2022-01-03,2022-03-31,10.15,13.56,33.59
TOELF,2023-10-02,2023-12-29,132.35,176.79,33.58
AMKR,2022-10-03,2022-12-30,17.62,23.54,33.58
LNTH,2024-04-01,2024-06-28,60.11,80.29,33.57
VRPX,2024-01-02,2024-03-28,3.19,4.26,33.57
FAT,2021-01-04,2021-03-31,4.36,5.82,33.57
BFST,2020-10-01,2020-12-31,13.99,18.69,33.57
IDCC,2023-04-03,2023-06-30,70.86,94.65,33.57
ISPR,2024-04-01,2024-06-28,5.99,8.0,33.56
ENDI,2021-01-04,2021-03-31,5.99,8.0,33.56
LUXH,2023-10-02,2023-12-29,4.47,5.97,33.56
MVO,2022-10-03,2022-12-30,9.82,13.12,33.55
FNMAO,2024-01-02,2024-03-28,4.56,6.09,33.55
GS,2020-10-01,2020-12-31,179.82,240.14,33.54
LXFR,2021-01-04,2021-03-31,14.02,18.72,33.54
TWI,2022-01-03,2022-03-31,11.03,14.73,33.54
BLD,2021-10-01,2021-12-31,206.61,275.91,33.54
LULU,2023-10-02,2023-12-29,382.86,511.29,33.54
FMCKK,2023-10-02,2023-12-29,3.22,4.3,33.54
ASMB,2024-01-02,2024-03-28,9.96,13.3,33.53
LXEO,2023-11-03,2023-12-29,10.05,13.42,33.53
ACAD,2021-10-01,2021-12-31,17.48,23.34,33.52
AOSL,2021-01-04,2021-03-31,24.49,32.7,33.52
BKDT,2023-04-03,2023-06-30,41.38,55.25,33.52
CB,2020-10-01,2020-12-31,108.49,144.84,33.5
IPWR,2020-10-01,2020-12-31,6.12,8.17,33.5
BCDA,2023-04-03,2023-06-30,30.0,40.05,33.5
MKSI,2024-01-02,2024-03-28,99.27,132.53,33.5
CCRD,2022-10-03,2022-12-30,21.7,28.97,33.5
EVAX,2022-07-01,2022-09-30,19.7,26.3,33.5
ATI,2023-01-03,2023-03-31,29.56,39.46,33.49
YTEN,2022-07-01,2022-09-30,53.76,71.76,33.48
TPZ,2020-10-01,2020-12-31,6.18,8.25,33.48
HLIT,2021-10-01,2021-12-31,8.81,11.76,33.48
GNNDY,2022-10-03,2022-12-30,51.61,68.89,33.48
ARMN,2020-10-01,2020-12-31,4.47,5.97,33.48
OUTFF,2021-07-01,2021-09-30,4.04,5.39,33.47
PCSA,2023-10-02,2023-12-29,5.02,6.7,33.47
INOD,2021-07-01,2021-09-30,7.14,9.53,33.47
MGM,2023-01-03,2023-03-31,33.28,44.42,33.47
CFRHF,2022-10-03,2022-12-30,91.91,122.66,33.46
GWRS,2020-10-01,2020-12-31,9.96,13.29,33.46
BRCC,2022-02-10,2022-03-31,15.64,20.87,33.44
BKR,2022-10-03,2022-12-30,21.17,28.26,33.44
FUPBY,2022-10-03,2022-12-30,6.13,8.18,33.44
LGIH,2023-10-02,2023-12-29,99.79,133.16,33.44
COE,2023-04-03,2023-06-30,6.67,8.9,33.43
DNUT,2021-10-01,2021-12-31,13.79,18.39,33.41
FNMAM,2024-01-02,2024-03-28,5.0,6.67,33.4
DRS,2022-10-03,2022-12-30,9.58,12.78,33.4
THC,2021-01-04,2021-03-31,38.98,52.0,33.4
JJETF,2023-07-03,2023-09-29,5.06,6.75,33.4
HUT,2023-10-02,2023-12-29,10.0,13.34,33.4
NPO,2020-10-01,2020-12-31,54.48,72.68,33.4
OII,2023-07-03,2023-09-29,19.28,25.72,33.4
ELF,2023-10-02,2023-12-29,108.21,144.34,33.39
AMK,2023-01-03,2023-03-31,23.58,31.45,33.38
BN,2023-10-02,2023-12-29,29.91,39.9,33.38
ICHR,2020-10-01,2020-12-31,22.6,30.15,33.38
UVE,2021-10-01,2021-12-31,11.12,14.83,33.38
ERII,2021-01-04,2021-03-31,13.75,18.34,33.38
SUM,2023-04-03,2023-06-30,28.38,37.85,33.37
HOV,2021-10-01,2021-12-31,95.44,127.29,33.37
BGNE,2021-01-04,2021-03-31,261.01,348.08,33.36
VBTX,2023-10-02,2023-12-29,16.95,22.61,33.36
HOLI,2020-10-01,2020-12-31,10.8,14.4,33.35
SSD,2023-10-02,2023-12-29,147.8,197.1,33.35
FRCB,2020-10-01,2020-12-31,108.69,144.92,33.34
IHRTB,2021-01-04,2021-03-31,12.0,16.0,33.33
SISI,2021-04-01,2021-06-30,47.4,63.2,33.33
