Ticker,Start Date,End Date,Start Price,End Price,Percentage Increase
VLRS,2020-10-01,2020-12-31,7.52,12.42,65.16
KXIN,2023-01-03,2023-03-31,4.95,8.18,65.15
ORMP,2021-07-01,2021-09-30,13.31,21.98,65.14
CUBI,2023-04-03,2023-06-30,18.33,30.26,65.08
OEZVY,2020-10-01,2020-12-31,9.3,15.34,65.06
PK,2020-10-01,2020-12-31,8.54,14.09,65.06
PALI,2021-01-04,2021-03-31,4635.0,7650.0,65.05
FULC,2023-10-02,2023-12-29,4.09,6.75,65.04
SLN,2023-07-03,2023-09-29,5.95,9.82,65.04
EBCOF,2024-01-02,2024-03-28,11.2,18.48,65.04
MNSO,2023-01-03,2023-03-31,10.25,16.91,65.02
ACST,2020-10-01,2020-12-31,9.6,15.84,65.0
RIBT,2021-01-04,2021-03-31,6.0,9.9,65.0
ATI,2022-01-03,2022-03-31,16.28,26.84,64.86
CRNX,2023-07-03,2023-09-29,18.04,29.74,64.86
TIGR,2021-04-01,2021-06-30,17.58,28.98,64.85
GOGL,2021-04-01,2021-06-30,4.16,6.87,64.85
VSCO,2023-10-02,2023-12-29,16.1,26.54,64.84
SISI,2021-07-01,2021-09-30,64.8,106.8,64.81
ACLX,2022-10-03,2022-12-30,18.8,30.98,64.79
RGNX,2020-10-01,2020-12-31,27.53,45.36,64.77
PROK,2023-01-03,2023-03-31,6.87,11.32,64.77
RADCQ,2020-10-01,2020-12-31,9.61,15.83,64.72
EME,2024-01-02,2024-03-28,212.31,349.72,64.72
BKUH,2020-10-01,2020-12-31,5.1,8.4,64.71
NMPGY,2024-04-01,2024-06-27,4.25,7.0,64.71
OPXS,2023-10-02,2023-12-29,3.98,6.55,64.7
IPWR,2021-01-04,2021-03-31,8.04,13.24,64.68
DPRO,2021-01-08,2021-03-31,26.75,44.05,64.67
OBIO,2024-04-01,2024-06-28,4.95,8.15,64.65
COHN,2023-07-03,2023-09-29,3.53,5.8,64.65
FRD,2021-04-01,2021-06-30,7.94,13.07,64.63
CNH,2020-10-01,2020-12-31,7.08,11.66,64.62
AMSC,2020-10-01,2020-12-31,14.23,23.42,64.58
JETD,2023-07-03,2023-09-29,21.55,35.46,64.55
AMCX,2023-10-02,2023-12-29,11.42,18.79,64.54
YALA,2021-01-04,2021-03-31,15.2,25.01,64.54
DSP,2024-01-02,2024-03-28,6.48,10.66,64.51
CHRD,2021-04-01,2021-06-30,41.24,67.84,64.49
GLTO,2023-01-03,2023-03-31,30.25,49.75,64.46
HRI,2020-10-01,2020-12-31,38.2,62.83,64.46
FULC,2022-07-01,2022-09-30,4.92,8.09,64.43
MARA,2023-04-03,2023-06-30,8.43,13.86,64.41
IDN,2020-10-01,2020-12-31,6.94,11.41,64.41
PCSA,2021-01-04,2021-03-31,132.6,218.0,64.4
BRTX,2021-01-04,2021-03-31,29.2,48.0,64.38
CLMT,2021-10-01,2021-12-31,8.03,13.2,64.38
AVIR,2021-07-01,2021-09-30,21.33,35.06,64.37
BYRN,2022-10-03,2022-12-30,4.77,7.84,64.36
SG,2023-04-03,2023-06-30,7.8,12.82,64.36
ALLG,2022-03-17,2022-03-31,9.2,15.12,64.35
FNGD,2022-04-01,2022-06-30,396.8,652.1,64.34
CREG,2021-01-04,2021-03-31,4.9,8.05,64.29
MTZ,2020-10-01,2020-12-31,41.5,68.18,64.29
OSCR,2023-10-02,2023-12-29,5.57,9.15,64.27
ENDI,2024-04-01,2024-06-28,4.87,8.0,64.27
PRSO,2021-01-04,2021-03-31,94.0,154.4,64.26
BSQKZ,2023-10-02,2023-12-29,46.0,75.55,64.24
FNGR,2021-10-01,2021-12-31,4.33,7.11,64.2
CNTA,2023-04-03,2023-06-30,3.77,6.19,64.19
ARIS,2024-01-02,2024-03-28,8.51,13.96,64.09
RDW,2024-04-01,2024-06-28,4.37,7.17,64.07
ACRHF,2021-01-04,2021-03-31,3.2,5.25,64.06
EDAP,2021-01-04,2021-03-31,5.12,8.4,64.06
ANET,2021-10-01,2021-12-31,87.62,143.75,64.06
SRTS,2022-07-01,2022-09-30,7.64,12.53,64.01
FOLD,2020-10-01,2020-12-31,14.08,23.09,63.99
PRTH,2024-04-01,2024-06-28,3.22,5.28,63.98
BBAR,2024-01-02,2024-03-28,4.42,7.26,63.98
VET,2021-01-04,2021-03-31,4.23,6.93,63.96
AWH,2023-07-03,2023-09-29,3.27,5.36,63.91
TRAW,2023-04-03,2023-06-30,18.0,29.5,63.89
TPL,2020-10-01,2020-12-31,140.03,229.49,63.88
AKRO,2022-10-03,2022-12-30,33.44,54.8,63.88
PRKS,2021-01-04,2021-03-31,30.31,49.67,63.87
ZNTL,2020-10-01,2020-12-31,31.71,51.94,63.8
MARK,2020-10-01,2020-12-31,11.6,19.0,63.79
ENSC,2021-10-01,2021-12-31,688.8,1128.0,63.76
WOLF,2022-07-01,2022-09-30,63.12,103.36,63.75
ERII,2020-10-01,2020-12-31,8.33,13.64,63.75
JFU,2021-01-04,2021-03-31,22.6,37.0,63.72
BATL,2023-10-02,2023-12-29,5.87,9.61,63.71
CALX,2020-10-01,2020-12-31,18.18,29.76,63.7
AULT-PD,2023-07-03,2023-09-29,9.94,16.28,63.7
MRNA,2021-07-01,2021-09-30,235.11,384.86,63.69
BDRY,2021-04-01,2021-06-30,17.93,29.35,63.69
ALGM,2023-01-03,2023-03-31,29.32,47.99,63.68
WLFC,2020-10-01,2020-12-31,18.27,29.91,63.68
KUBR,2021-01-04,2021-03-31,11.0,18.0,63.64
BCTX,2021-07-01,2021-09-30,4.95,8.1,63.64
ARCB,2021-01-04,2021-03-31,42.34,69.26,63.59
GTLS,2020-10-01,2020-12-31,72.01,117.79,63.57
NRDS,2023-10-02,2023-12-29,9.0,14.72,63.56
SBCF,2020-10-01,2020-12-31,16.56,27.08,63.52
TRVG,2020-10-01,2020-12-31,3.49,5.71,63.51
EXPRQ,2021-04-01,2021-06-30,79.4,129.8,63.48
NCPL,2021-01-04,2021-03-31,469.0,766.5,63.43
OSCR,2024-01-02,2024-03-28,9.1,14.87,63.41
CRCQW,2021-04-01,2021-06-30,4.7,7.68,63.4
SE,2023-01-03,2023-03-31,52.98,86.55,63.36
QFIN,2021-04-01,2021-06-30,22.36,36.51,63.31
VRM,2023-04-03,2023-06-30,70.56,115.2,63.27
ZETA,2024-04-01,2024-06-28,10.81,17.65,63.27
ENVX,2021-04-01,2021-06-30,14.07,22.97,63.26
CELJF,2021-10-01,2021-12-31,3.4,5.55,63.24
AMTX,2021-07-01,2021-09-30,11.2,18.28,63.21
HROW,2024-04-01,2024-06-28,12.8,20.89,63.2
SWIM,2021-10-01,2021-12-31,15.34,25.03,63.17
REPX,2020-10-01,2020-12-31,7.73,12.62,63.16
SPOT,2023-01-03,2023-03-31,81.9,133.62,63.15
ANY,2021-01-04,2021-03-31,11.2,18.27,63.13
AP,2020-10-01,2020-12-31,3.36,5.48,63.1
WRLD,2023-04-03,2023-06-30,82.17,134.01,63.09
NCLH,2023-04-03,2023-06-30,13.35,21.77,63.07
BIMT,2021-07-01,2021-09-30,3.06,4.99,63.07
BULZ,2023-10-02,2023-12-29,64.53,105.22,63.06
CAPR,2022-07-01,2022-09-30,3.68,6.0,63.04
HPK,2021-10-01,2021-12-31,8.83,14.39,63.02
TTSH,2021-01-04,2021-03-31,3.86,6.3,63.01
BYON,2023-04-03,2023-06-30,19.98,32.57,63.01
TTTPF,2021-01-08,2021-03-31,5.8,9.45,62.97
JXN,2021-10-01,2021-12-31,21.93,35.74,62.94
LNTH,2023-01-03,2023-03-31,50.67,82.56,62.94
NTBL,2020-10-01,2020-12-31,40.6,66.15,62.93
PSNL,2020-10-01,2020-12-31,22.47,36.61,62.93
FLGT,2021-01-04,2021-03-31,59.3,96.62,62.93
ALXO,2023-04-03,2023-06-30,4.61,7.51,62.91
GRNQ,2021-01-04,2021-03-31,15.9,25.9,62.89
MLKN,2023-07-03,2023-09-29,14.61,23.8,62.87
HPH,2024-01-02,2024-03-28,5.67,9.23,62.87
DDL,2021-06-29,2021-06-30,23.52,38.3,62.84
CDLX,2024-01-02,2024-03-28,8.9,14.49,62.81
ZEUS,2022-01-03,2022-03-31,22.99,37.42,62.8
AIOT,2024-01-02,2024-03-28,3.28,5.34,62.8
ACVA,2023-01-03,2023-03-31,7.93,12.91,62.8
HLVX,2022-07-01,2022-09-30,10.5,17.09,62.76
OPGN,2024-01-02,2024-03-28,4.27,6.95,62.76
SOI,2022-01-03,2022-03-31,6.17,10.05,62.76
LIXT,2023-01-03,2023-03-31,5.1,8.3,62.75
BKKT,2024-04-01,2024-06-28,11.62,18.92,62.75
HOOD,2024-01-02,2024-03-28,12.37,20.13,62.73
CVNA,2023-07-03,2023-09-29,25.8,41.98,62.71
CELC,2021-04-01,2021-06-30,14.75,24.0,62.71
EXPI,2023-04-03,2023-06-30,12.24,19.91,62.66
S,2023-10-02,2023-12-29,16.87,27.44,62.66
ARLO,2021-10-01,2021-12-31,6.45,10.49,62.64
OTLK,2023-04-03,2023-06-30,21.4,34.8,62.62
EB,2020-10-01,2020-12-31,11.13,18.1,62.62
BGFV,2021-04-01,2021-06-30,12.17,19.78,62.6
MTR,2022-10-03,2022-12-30,12.34,20.06,62.58
OMVKY,2020-10-01,2020-12-31,4.5,7.32,62.55
APP,2023-04-03,2023-06-30,15.83,25.73,62.54
TLS,2020-11-19,2020-12-31,20.29,32.98,62.54
POET,2020-10-01,2020-12-31,4.0,6.5,62.5
NOTR,2023-01-03,2023-03-31,8.0,13.0,62.5
PLAG,2023-07-03,2023-09-29,4.8,7.8,62.5
EVRI,2020-10-01,2020-12-31,8.5,13.81,62.47
AROC,2020-10-01,2020-12-31,4.29,6.97,62.47
PVH,2023-10-02,2023-12-29,75.11,122.0,62.42
TNYA,2024-01-02,2024-03-28,3.22,5.23,62.42
TEVJF,2024-01-02,2024-03-28,8.62,14.0,62.41
PTCHF,2020-10-01,2020-12-31,3.38,5.48,62.37
HCI,2023-10-02,2023-12-29,53.17,86.33,62.37
GAMI,2020-10-01,2020-12-31,9.84,15.98,62.37
MRNS,2023-01-03,2023-03-31,4.25,6.9,62.35
VOXX,2020-10-01,2020-12-31,7.86,12.76,62.34
TSQ,2021-01-04,2021-03-31,5.92,9.61,62.33
SOHON,2021-01-04,2021-03-31,9.57,15.53,62.32
VET,2022-01-03,2022-03-31,12.35,20.05,62.31
BCTX,2023-01-03,2023-03-31,4.59,7.45,62.31
LUCY,2024-04-01,2024-06-28,6.1,9.9,62.3
CLMB,2023-01-03,2023-03-31,32.2,52.25,62.28
ROKU,2023-01-03,2023-03-31,40.56,65.82,62.28
NVNO,2022-07-01,2022-09-30,3.87,6.28,62.27
BIG,2021-01-04,2021-03-31,38.41,62.29,62.19
DLO,2021-06-03,2021-06-30,32.39,52.53,62.18
FLNC,2022-07-01,2022-09-30,9.0,14.59,62.11
PCT,2020-10-01,2020-12-31,9.95,16.13,62.11
ASTS,2023-10-02,2023-12-29,3.72,6.03,62.1
CHKEL,2022-01-03,2022-03-31,34.29,55.58,62.09
VINC,2020-10-01,2020-12-31,12.9,20.91,62.09
DNOW,2020-10-01,2020-12-31,4.43,7.18,62.08
FRFZF,2024-01-02,2024-03-28,9.01,14.59,62.03
AHT-PD,2021-01-04,2021-03-31,10.69,17.32,62.01
RANI,2021-07-30,2021-09-30,11.0,17.82,62.0
LUNA,2020-10-01,2020-12-31,6.1,9.88,61.97
GSUN,2022-07-01,2022-09-30,169.5,274.5,61.95
SKLZ,2020-10-01,2020-12-31,247.0,400.0,61.94
DFH,2023-10-02,2023-12-29,21.94,35.53,61.94
CELH,2023-04-03,2023-06-30,30.71,49.73,61.92
FEDU,2020-10-01,2020-12-31,11.94,19.34,61.92
NOG,2020-10-01,2020-12-31,4.88,7.91,61.92
HNRG,2024-04-01,2024-06-28,4.8,7.77,61.87
KEQU,2023-10-02,2023-12-29,17.96,29.07,61.86
BLDR,2021-10-01,2021-12-31,52.96,85.71,61.84
CARV,2021-07-01,2021-09-30,11.0,17.8,61.82
DZSI,2020-10-01,2020-12-31,9.56,15.47,61.82
MYRG,2020-10-01,2020-12-31,37.15,60.1,61.78
WK,2020-10-01,2020-12-31,56.65,91.62,61.73
WBS,2020-10-01,2020-12-31,22.96,37.12,61.72
SENEA,2023-07-03,2023-09-29,33.29,53.83,61.7
VOXX,2021-01-04,2021-03-31,11.79,19.06,61.66
PRM,2024-01-02,2024-03-28,4.59,7.42,61.66
AKOM,2022-01-03,2022-03-31,4.95,8.0,61.62
STNG,2021-01-04,2021-03-31,10.66,17.23,61.62
IDT,2021-04-01,2021-06-30,22.81,36.86,61.61
GIC,2020-10-01,2020-12-31,19.82,32.03,61.57
AHCO,2020-10-01,2020-12-31,23.25,37.56,61.55
SMHI,2022-10-03,2022-12-30,5.67,9.16,61.55
TEN,2022-07-01,2022-09-30,8.71,14.08,61.54
SOTK,2021-10-01,2021-12-31,4.6,7.43,61.52
WVE,2023-07-03,2023-09-29,3.56,5.75,61.52
RBLX,2023-01-03,2023-03-31,27.85,44.98,61.51
RARE,2020-10-01,2020-12-31,85.71,138.43,61.51
SKYT,2021-04-21,2021-06-30,17.74,28.65,61.5
SEEL,2023-04-03,2023-06-30,2841.6,4588.8,61.49
CMLS,2020-10-01,2020-12-31,5.4,8.72,61.48
RCL,2023-04-03,2023-06-30,64.1,103.5,61.46
BEAM,2021-04-01,2021-06-30,79.74,128.71,61.41
YTEN,2023-01-03,2023-03-31,41.04,66.24,61.4
MDGL,2023-10-02,2023-12-29,143.36,231.38,61.4
MOV,2020-10-01,2020-12-31,8.4,13.56,61.36
GRBK,2023-04-03,2023-06-30,35.2,56.8,61.36
RYAOF,2020-10-01,2020-12-31,13.18,21.27,61.33
UONE,2023-01-03,2023-03-31,4.68,7.55,61.32
SIGA,2022-04-01,2022-06-30,6.18,9.97,61.3
RCMT,2023-04-03,2023-06-30,11.41,18.4,61.26
AMSYF,2020-10-01,2020-12-31,13.15,21.2,61.24
SONO,2021-01-04,2021-03-31,23.24,37.47,61.23
MTW,2021-01-04,2021-03-31,12.79,20.62,61.22
LOB,2023-10-02,2023-12-29,28.16,45.39,61.21
FBNC,2020-10-01,2020-12-31,19.35,31.19,61.2
UHG,2023-10-02,2023-12-29,5.23,8.43,61.19
PRSO,2021-04-01,2021-06-30,155.6,250.8,61.18
APLS,2023-10-02,2023-12-29,37.14,59.86,61.17
SDIG,2023-10-02,2023-12-29,4.53,7.3,61.15
SKYT,2023-10-02,2023-12-29,5.97,9.62,61.14
TKNO,2022-10-03,2022-12-30,3.5,5.64,61.14
LC,2021-07-01,2021-09-30,17.53,28.24,61.1
TDW,2022-10-03,2022-12-30,22.88,36.85,61.06
TUEMQ,2021-01-13,2021-03-31,57.0,91.8,61.05
VALE,2020-10-01,2020-12-31,7.11,11.45,61.0
CGEM,2024-01-02,2024-03-28,10.59,17.04,60.91
FZRO,2021-04-01,2021-06-30,5.5,8.85,60.91
CCB,2021-10-01,2021-12-31,31.46,50.62,60.9
DTSS,2021-01-04,2021-03-31,30.3,48.75,60.89
HALO,2020-10-01,2020-12-31,26.55,42.71,60.87
WOLF,2020-10-01,2020-12-31,65.83,105.9,60.87
SBLK,2021-04-01,2021-06-30,8.73,14.05,60.84
MPLN,2021-04-01,2021-06-30,236.8,380.8,60.81
RNAC,2024-04-01,2024-06-28,16.8,27.01,60.77
IPAR,2020-10-01,2020-12-31,34.9,56.1,60.75
NRT,2022-01-03,2022-03-31,7.31,11.74,60.73
GOCO,2023-01-03,2023-03-31,10.13,16.28,60.71
CEG,2024-01-02,2024-03-28,114.63,184.22,60.71
ECVT,2020-10-01,2020-12-31,7.19,11.56,60.69
CRS,2020-10-01,2020-12-31,16.92,27.19,60.69
PRKS,2020-10-01,2020-12-31,19.66,31.59,60.68
APPS,2020-10-01,2020-12-31,35.2,56.56,60.68
CWBC,2023-10-02,2023-12-29,13.65,21.93,60.65
NUVL,2023-10-02,2023-12-29,45.81,73.59,60.64
PCT,2021-01-04,2021-03-31,15.88,25.5,60.63
EMKR,2021-04-01,2021-06-30,57.4,92.2,60.63
SOHOO,2021-01-04,2021-03-31,9.44,15.16,60.61
CXM,2023-01-03,2023-03-31,8.07,12.96,60.59
VERA,2022-07-01,2022-09-30,13.27,21.31,60.59
THC,2020-10-01,2020-12-31,24.87,39.93,60.55
CAL,2020-10-01,2020-12-31,9.35,15.0,60.54
MRC,2020-10-01,2020-12-31,4.13,6.63,60.53
NVAX,2021-01-04,2021-03-31,112.98,181.31,60.48
HIMS,2024-01-02,2024-03-28,9.64,15.47,60.48
ARCH,2021-07-01,2021-09-30,44.55,71.49,60.47
MLGO,2023-01-03,2023-03-31,12.9,20.7,60.47
FRME,2020-10-01,2020-12-31,20.47,32.84,60.47
BNTC,2024-01-02,2024-03-28,3.27,5.25,60.45
CLDX,2022-10-03,2022-12-30,27.78,44.57,60.44
NRGV,2022-01-03,2022-03-31,9.91,15.9,60.44
WAL,2021-01-04,2021-03-31,54.55,87.53,60.44
BWAY,2023-10-02,2023-12-29,4.04,6.48,60.4
PLRX,2021-01-04,2021-03-31,24.52,39.33,60.4
BGNE,2022-10-03,2022-12-30,137.14,219.94,60.38
DBVT,2022-04-01,2022-06-30,3.18,5.1,60.38
IMMR,2020-10-01,2020-12-31,6.72,10.77,60.37
SGRY,2021-01-04,2021-03-31,27.6,44.26,60.36
CUBI,2020-10-01,2020-12-31,11.34,18.18,60.32
BULZ,2023-04-03,2023-06-30,44.87,71.93,60.31
TERN,2022-10-03,2022-12-30,6.35,10.18,60.31
FRST,2023-10-02,2023-12-29,7.69,12.33,60.3
PUMP,2022-01-03,2022-03-31,8.69,13.93,60.3
ERKH,2023-07-03,2023-09-29,10.98,17.6,60.29
VIPS,2022-10-03,2022-12-30,8.3,13.31,60.28
CYCCP,2022-10-03,2022-12-30,6.52,10.45,60.25
VNOM,2020-10-01,2020-12-31,5.69,9.11,60.22
SPLP,2020-10-01,2020-12-31,6.71,10.75,60.21
DXLG,2021-07-01,2021-09-30,3.82,6.12,60.21
HSDT,2021-01-04,2021-03-31,561.5,899.5,60.2
NEON,2021-07-01,2021-09-30,6.3,10.09,60.16
FHTX,2021-10-01,2021-12-31,14.28,22.87,60.15
ACLX,2023-10-02,2023-12-29,34.66,55.5,60.13
ALGT,2020-10-01,2020-12-31,114.23,182.91,60.13
PKOH,2023-04-03,2023-06-30,11.56,18.51,60.12
KUBR,2023-07-03,2023-09-29,4.06,6.5,60.1
CEM,2020-10-01,2020-12-31,8.1,12.97,60.09
CHKEZ,2022-01-03,2022-03-31,37.18,59.52,60.09
SWTX,2023-10-02,2023-12-29,22.8,36.5,60.09
SNDX,2023-10-02,2023-12-29,13.5,21.61,60.07
LCUT,2020-10-01,2020-12-31,8.85,14.16,60.06
IIJIY,2022-10-03,2022-12-30,22.51,36.03,60.06
CURV,2024-04-01,2024-06-28,4.68,7.49,60.04
MG,2021-01-04,2021-03-31,7.13,11.41,60.03
EMO,2020-10-01,2020-12-31,6.38,10.21,60.03
SAVE,2021-01-04,2021-03-31,20.87,33.39,60.02
SLGD,2023-07-03,2023-09-29,5.0,8.0,60.0
OLOXF,2021-04-01,2021-06-30,4.0,6.4,60.0
XFCI,2021-01-04,2021-03-31,100.0,160.0,60.0
ELUT,2024-04-01,2024-06-28,3.1,4.96,60.0
DOMO,2020-10-01,2020-12-31,39.86,63.77,59.98
TPC,2024-01-02,2024-03-28,9.04,14.46,59.96
STKL,2023-10-02,2023-12-29,3.42,5.47,59.94
HRI,2021-01-04,2021-03-31,59.94,95.87,59.93
OMCL,2020-10-01,2020-12-31,75.05,120.02,59.92
PLPC,2023-01-03,2023-03-31,79.5,127.12,59.9
VLRS,2023-01-03,2023-03-31,7.78,12.44,59.9
BBXIB,2020-10-05,2020-12-31,3.44,5.5,59.88
CEIX,2022-01-03,2022-03-31,21.89,35.0,59.86
EOLS,2022-01-03,2022-03-31,7.02,11.22,59.83
IMMX,2023-10-02,2023-12-29,4.33,6.92,59.82
GDC,2021-01-04,2021-03-31,67.2,107.4,59.82
HY,2020-10-01,2020-12-31,33.45,53.45,59.81
BCS,2020-10-01,2020-12-31,4.33,6.91,59.8
LFST,2023-01-03,2023-03-31,4.65,7.43,59.78
MERC,2020-10-01,2020-12-31,5.76,9.21,59.75
LRFC,2021-04-01,2021-06-30,14.06,22.46,59.73
RGBPP,2021-07-01,2021-09-30,28.67,45.8,59.72
OLOXF,2023-07-03,2023-09-29,5.01,8.0,59.68
DFIN,2021-01-04,2021-03-31,17.43,27.83,59.67
MXL,2020-10-01,2020-12-31,23.92,38.19,59.66
PRQR,2021-01-04,2021-03-31,4.14,6.61,59.66
IHRT,2020-10-01,2020-12-31,8.13,12.98,59.66
IDYA,2023-04-03,2023-06-30,14.72,23.5,59.65
MSTR,2021-01-04,2021-03-31,42.52,67.88,59.64
BAK,2021-01-04,2021-03-31,7.81,12.46,59.6
STNG,2022-04-01,2022-06-30,20.75,33.12,59.58
CELC,2023-10-02,2023-12-29,9.13,14.57,59.58
LNC,2020-10-01,2020-12-31,26.38,42.1,59.58
ASO,2020-10-02,2020-12-31,12.74,20.33,59.58
OUTFF,2023-01-03,2023-03-31,3.01,4.81,59.56
BELFA,2023-04-03,2023-06-30,36.17,57.72,59.56
QRHC,2021-04-01,2021-06-30,3.98,6.35,59.55
MELI,2023-01-03,2023-03-31,826.11,1318.06,59.55
NVCT,2022-04-01,2022-06-30,7.02,11.2,59.54
CARE,2020-10-01,2020-12-31,6.72,10.72,59.52
OWLT,2022-01-03,2022-03-31,39.06,62.3,59.5
PRSO,2020-10-01,2020-12-31,61.2,97.6,59.48
ASAN,2023-01-03,2023-03-31,13.25,21.13,59.47
HUMA,2024-04-01,2024-06-28,3.01,4.8,59.47
ICAD,2021-01-04,2021-03-31,13.31,21.22,59.43
UBXG,2024-04-01,2024-06-28,4.56,7.27,59.43
RBLX,2023-10-02,2023-12-29,28.68,45.72,59.41
FNWB,2020-10-01,2020-12-31,9.12,14.53,59.37
NVOS,2022-01-03,2022-03-31,14.5,23.1,59.31
HSON,2021-01-04,2021-03-31,10.42,16.6,59.31
PAY,2023-07-03,2023-09-29,10.42,16.6,59.31
AMKR,2021-01-04,2021-03-31,14.39,22.92,59.29
BRFH,2020-10-01,2020-12-31,3.51,5.59,59.26
RUM,2023-01-03,2023-03-31,6.28,10.0,59.24
PSTX,2022-10-03,2022-12-30,3.33,5.3,59.16
GLSI,2022-10-03,2022-12-30,9.55,15.2,59.16
TH,2022-01-03,2022-03-31,3.77,6.0,59.15
APDN,2022-07-01,2022-09-30,14.2,22.6,59.15
COKE,2021-10-01,2021-12-31,377.04,599.97,59.13
OVV,2021-01-04,2021-03-31,13.84,22.02,59.12
SKT,2020-10-01,2020-12-31,5.31,8.44,59.11
SEZL,2023-10-02,2023-12-29,12.9,20.52,59.07
NOA,2020-10-01,2020-12-31,5.89,9.36,59.06
DXPE,2024-01-02,2024-03-28,33.78,53.73,59.06
GPCR,2023-04-03,2023-06-30,26.15,41.57,58.97
CLS,2024-01-02,2024-03-28,28.27,44.94,58.97
VSTM,2023-04-03,2023-06-30,4.68,7.44,58.97
AX,2020-10-01,2020-12-31,23.61,37.53,58.96
CALX,2021-10-01,2021-12-31,50.31,79.97,58.95
INTZ,2022-04-01,2022-06-30,49.2,78.2,58.94
CENX,2020-10-01,2020-12-31,6.94,11.03,58.93
SLMBP,2020-10-01,2020-12-31,25.18,40.01,58.93
TRMD,2022-07-01,2022-09-30,8.46,13.44,58.92
IAS,2023-01-03,2023-03-31,8.98,14.27,58.91
COGT,2022-07-01,2022-09-30,9.39,14.92,58.89
BCRX,2021-04-01,2021-06-30,9.95,15.81,58.89
REPL,2022-10-03,2022-12-30,17.12,27.2,58.88
SPSC,2021-07-01,2021-09-30,101.53,161.31,58.88
BBIO,2023-10-02,2023-12-29,25.41,40.37,58.87
ANNX,2022-07-01,2022-09-30,3.89,6.18,58.87
KE,2021-01-04,2021-03-31,16.24,25.8,58.87
FIHL,2024-01-02,2024-03-28,12.12,19.25,58.85
SRI,2020-10-01,2020-12-31,19.03,30.23,58.85
RES,2021-01-04,2021-03-31,3.26,5.17,58.82
AMAL,2023-10-02,2023-12-29,16.74,26.59,58.82
KZR,2021-07-01,2021-09-30,5.44,8.64,58.82
WEAV,2022-07-01,2022-09-30,3.18,5.05,58.81
MUX,2022-10-03,2022-12-30,3.69,5.86,58.81
UONE,2021-04-01,2021-06-30,5.46,8.67,58.79
ZIM,2022-01-03,2022-03-31,24.0,38.1,58.77
PW,2021-01-04,2021-03-31,28.5,45.24,58.74
FEIM,2023-10-02,2023-12-29,6.37,10.11,58.7
DRUG,2021-07-01,2021-09-30,22.5,35.71,58.69
SYNA,2021-10-01,2021-12-31,182.5,289.51,58.64
ALHC,2024-04-01,2024-06-28,4.93,7.82,58.62
DPRO,2023-01-03,2023-03-31,20.17,32.0,58.61
EQT,2022-01-03,2022-03-31,20.83,33.04,58.61
AMC,2024-04-01,2024-06-28,3.14,4.98,58.6
KYMR,2024-01-02,2024-03-28,25.35,40.2,58.58
QUIK,2023-10-02,2023-12-29,8.74,13.86,58.58
INDO,2020-10-01,2020-12-31,4.73,7.5,58.56
VEL,2023-10-02,2023-12-29,10.86,17.22,58.56
NOV,2020-10-01,2020-12-31,8.34,13.23,58.55
FTAI,2023-01-03,2023-03-31,16.96,26.9,58.55
AHCO,2024-01-02,2024-03-28,7.26,11.51,58.54
DBD,2023-10-02,2023-12-29,18.26,28.95,58.54
TV,2021-04-01,2021-06-30,8.45,13.39,58.53
LYTS,2022-10-03,2022-12-30,7.53,11.93,58.52
GILT,2021-01-04,2021-03-31,6.6,10.46,58.5
PFBC,2020-10-01,2020-12-31,28.44,45.08,58.49
HRGN,2022-07-01,2022-09-30,4.48,7.1,58.48
DXLG,2022-07-01,2022-09-30,3.42,5.42,58.48
ALNY,2024-04-01,2024-06-28,153.33,243.0,58.48
BKU,2020-10-01,2020-12-31,19.47,30.85,58.46
BITW,2021-01-04,2021-03-31,52.6,83.35,58.46
DCO,2020-10-01,2020-12-31,33.89,53.7,58.45
BFH,2021-01-04,2021-03-31,52.85,83.72,58.42
HAL,2022-01-03,2022-03-31,22.88,36.25,58.42
WLMSQ,2021-04-01,2021-06-30,3.68,5.83,58.42
PHGE-UN,2021-01-05,2021-03-01,67.8,107.4,58.41
RVP,2020-10-01,2020-12-31,6.78,10.74,58.41
ERJ,2021-01-04,2021-03-31,6.32,10.01,58.39
NOG,2021-04-01,2021-06-30,11.86,18.78,58.31
HRTG,2023-07-03,2023-09-29,4.1,6.49,58.29
WBD,2023-01-03,2023-03-31,9.54,15.1,58.28
ARMP,2021-01-04,2021-03-31,3.02,4.78,58.28
MOD,2024-01-02,2024-03-28,60.14,95.19,58.28
SYRE,2023-04-03,2023-06-30,7.12,11.27,58.25
PNTG,2020-10-01,2020-12-31,36.69,58.06,58.24
CENX,2021-01-04,2021-03-31,11.16,17.66,58.24
ITRM,2021-04-01,2021-06-30,21.9,34.65,58.22
DMTKQ,2021-01-04,2021-03-31,32.1,50.79,58.22
ROAD,2020-10-01,2020-12-31,18.4,29.11,58.21
PI,2021-10-01,2021-12-31,56.07,88.7,58.2
ICU,2024-01-02,2024-03-28,11.6,18.35,58.19
FNKO,2024-04-01,2024-06-28,6.17,9.76,58.18
CUTR,2021-04-01,2021-06-30,31.0,49.03,58.16
CUKPF,2021-01-04,2021-03-31,17.89,28.3,58.15
BRAG,2023-07-03,2023-09-29,3.07,4.86,58.15
VEV,2021-01-04,2021-03-31,3.87,6.12,58.14
MGY,2021-01-04,2021-03-31,6.83,10.8,58.13
CXT,2020-10-01,2020-12-31,16.12,25.49,58.12
CENX,2022-01-03,2022-03-31,16.64,26.31,58.11
